address,latitude,longitude,name,phone,price,price_text,rating,type,url,website
"4 Đường Đống Đa, Phường 3, Đà Lạt, Lâm Đồng 66000 ",11.9259335,108.4453393,Đà Lạt Nights,0862 961 579 ,100000.0,"100,000",4.1,Coffee Shop,https://www.google.com/maps/place/%C4%90%C3%A0+L%E1%BA%A1t+Nights/data=!4m7!3m6!1s0x3171131a3adc1fb3:0x54e8894866e7c710!8m2!3d11.9259335!4d108.4453393!16s%2Fg%2F1tg6s5xn!19sChIJsx_cOhoTcTEREMfnZkiJ6FQ?authuser=0&hl=en&rclk=1,https://www.facebook.com/Dalatnightscafe
"116 Đ. Hùng Vương, Phường 11, Đà Lạt, Lâm Đồng 66000 ",11.9381566,108.4823005,Tiệm cà phê Cheo veooo,0921 297 299 ,100000.0,"100,000",4.5,Coffee Shop,https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+Cheo+veooo/data=!4m7!3m6!1s0x3171133b90a317fb:0x90af4ba6231f53a4!8m2!3d11.9381566!4d108.4823005!16s%2Fg%2F11h0kq8pkr!19sChIJ-xejkDsTcTERpFMfI6ZLr5A?authuser=0&hl=en&rclk=1,https://www.facebook.com/cheoveooo/
"6 Khu Hoà Bình, Phường 1, Đà Lạt, Lâm Đồng ",11.944171,108.4358881,Cafe Tùng,,100000.0,"100,000",4.5,Coffee Shop,https://www.google.com/maps/place/Cafe+T%C3%B9ng/data=!4m7!3m6!1s0x31711315afdf4207:0x5842606a8af22c1f!8m2!3d11.944171!4d108.4358881!16s%2Fg%2F11rwq7d3d9!19sChIJB0LfrxUTcTERHyzyimpgQlg?authuser=0&hl=en&rclk=1,
"31/6 Đường 3/4, Phường 3, Đà Lạt, Lâm Đồng ",11.9238342,108.4483607,Horizon Coffee - BBQ,0367 255 299 ,100000.0,"100,000",4.2,Coffee Shop,https://www.google.com/maps/place/Horizon+Coffee+-+BBQ/data=!4m7!3m6!1s0x317113c342e671ff:0x5d6d9fd0c9af533!8m2!3d11.9238342!4d108.4483607!16s%2Fg%2F11h336hkld!19sChIJ_3HmQsMTcTERM_WaDP3Z1gU?authuser=0&hl=en&rclk=1,https://m.facebook.com/horizondalat/
"Hẻm 31, 8 Đường 3/4, Phường 3, Đà Lạt, Lâm Đồng ",11.920853,108.447134,Lưng Chừng,0972 850 852 ,100000.0,"100,000",4.3,Coffee Shop,https://www.google.com/maps/place/L%C6%B0ng+Ch%E1%BB%ABng/data=!4m7!3m6!1s0x3171133a5a14cb67:0x20199be1eb982385!8m2!3d11.920853!4d108.447134!16s%2Fg%2F11ll9w06d2!19sChIJZ8sUWjoTcTERhSOY6-GbGSA?authuser=0&hl=en&rclk=1,https://dalatreview.vn/lung-chung-tiem-ca-phe-ban-su-binh-yen.html
"59 Nguyễn Trãi, Phường 9, Đà Lạt, Lâm Đồng 66111 ",11.9443445,108.4543587,Still Cafe,0869 275 079 ,100000.0,"100,000",4.5,Coffee Shop,https://www.google.com/maps/place/Still+Cafe/data=!4m7!3m6!1s0x3171131ee16d0c6b:0xb2854c0b76957c47!8m2!3d11.9443445!4d108.4543587!16s%2Fg%2F11fz2kv7q9!19sChIJawxt4R4TcTERR3yVdgtMhbI?authuser=0&hl=en&rclk=1,https://www.facebook.com/still.dalat
"48 Đường Thiện Ý, Phường 4, Đà Lạt, Lâm Đồng 66000 ",11.9374483,108.4240525,Thềm Nhà Có Hoa,0903 692 426 ,100000.0,"100,000",4.9,Coffee Shop,https://www.google.com/maps/place/Th%E1%BB%81m+Nh%C3%A0+C%C3%B3+Hoa/data=!4m7!3m6!1s0x31716d67f9198deb:0xbb02cc458d7e2808!8m2!3d11.9374483!4d108.4240525!16s%2Fg%2F11nntqyg74!19sChIJ640Z-WdtcTERCCh-jUXMArs?authuser=0&hl=en&rclk=1,https://www.facebook.com/share/1HneFndsda/?mibextid=wwXIfr
"2/2 2, Trần Quang Diệu, Phường 10, Đà Lạt, Lâm Đồng ",11.9420569,108.4669705,Gâu Garden,0988 651 357 ,100000.0,"100,000",4.3,Coffee Shop,https://www.google.com/maps/place/G%C3%A2u+Garden/data=!4m7!3m6!1s0x317113635afbb973:0x6d11948eb0306aa6!8m2!3d11.9420569!4d108.4669705!16s%2Fg%2F11g22yn8qy!19sChIJc7n7WmMTcTERpmowsI6UEW0?authuser=0&hl=en&rclk=1,https://www.facebook.com/Gau.Gardendl?mibextid=LQQJ4d
"14 Đường Đống Đa, Phường 3, Đà Lạt, Lâm Đồng 670000 ",11.9268783,108.4416005,Dalat Golf Cafe - Cafe ngắm view toàn cảnh thành phố Đà Lạt,0263 3503 535 ,100000.0,"100,000",4.0,Coffee Shop,https://www.google.com/maps/place/Dalat+Golf+Cafe+-+Cafe+ng%E1%BA%AFm+view+to%C3%A0n+c%E1%BA%A3nh+th%C3%A0nh+ph%E1%BB%91+%C4%90%C3%A0+L%E1%BA%A1t/data=!4m7!3m6!1s0x317113f527c1930d:0x9703112b35e93b68!8m2!3d11.9268783!4d108.4416005!16s%2Fg%2F11h7fnpn3t!19sChIJDZPBJ_UTcTERaDvpNSsRA5c?authuser=0&hl=en&rclk=1,https://amazingdalat.com/
"Sân Thượng, 19 Đường Lê Đại Hành, Phường 03, Đà Lạt, Lâm Đồng 670000 ",11.9385246,108.4380427,Chốn Bình Yên Coffee - Đà Lạt,0906 819 295 ,100000.0,"100,000",4.7,Coffee Shop,https://www.google.com/maps/place/Ch%E1%BB%91n+B%C3%ACnh+Y%C3%AAn+Coffee+-+%C4%90%C3%A0+L%E1%BA%A1t/data=!4m7!3m6!1s0x3171135d35d8bab9:0x8a076024527a6e9a!8m2!3d11.9385246!4d108.4380427!16s%2Fg%2F11vyyftzsj!19sChIJubrYNV0TcTERmm56UiRgB4o?authuser=0&hl=en&rclk=1,https://www.facebook.com/chonbinhyencoffee
"9 Đường Triệu Việt Vương, Phường 4, Đà Lạt, Lâm Đồng ",11.9308749,108.4283069,Quán Của Thời Thanh Xuân,0914 142 850 ,100000.0,"100,000",4.9,Restaurant,https://www.google.com/maps/place/Qu%C3%A1n+C%E1%BB%A7a+Th%E1%BB%9Di+Thanh+Xu%C3%A2n/data=!4m7!3m6!1s0x317113affdffa0c3:0xbb47c65b7e6748a9!8m2!3d11.9308749!4d108.4283069!16s%2Fg%2F11lhb4bwfj!19sChIJw6D__a8TcTERqUhnflvGR7s?authuser=0&hl=en&rclk=1,http://nhacuathoithanhxuan.com/
"63Bis Ba Tháng Hai, Phường 1, Đà Lạt, Lâm Đồng 661100 ",11.9416988,108.4338265,An CaFe Global,0961 100 063 ,100000.0,"100,000",4.3,Coffee Shop,https://www.google.com/maps/place/An+CaFe+Global/data=!4m7!3m6!1s0x3171132e8180b17f:0x31c1592cbaa353c2!8m2!3d11.9416988!4d108.4338265!16s%2Fg%2F11bxfpwgm0!19sChIJf7GAgS4TcTERwlOjuixZwTE?authuser=0&hl=en&rclk=1,http://ancafeglobal.com/
"2/4, Trần Quang Diệu, Phường 10, Đà Lạt, Lâm Đồng 670000 ",11.9419828,108.4668039,Kimochi coffee,0342 824 179 ,100000.0,"100,000",4.4,Coffee Shop,https://www.google.com/maps/place/Kimochi+coffee/data=!4m7!3m6!1s0x317113336cd76769:0xa1e1ca6a32cee591!8m2!3d11.9419828!4d108.4668039!16s%2Fg%2F11j4trrc46!19sChIJaWfXbDMTcTERkeXOMmrK4aE?authuser=0&hl=en&rclk=1,https://www.facebook.com/kimochicoffee.dalat
"WFPM+HCJ, Dã Chiến, Đà Lạt, Lâm Đồng ",11.9364747,108.4835164,Kong Coffee,0909 994 125 ,100000.0,"100,000",4.6,Coffee Shop,https://www.google.com/maps/place/Kong+Coffee/data=!4m7!3m6!1s0x317113af733a869b:0x5077916e462f070!8m2!3d11.9364747!4d108.4835164!16s%2Fg%2F11g8vt7cxz!19sChIJm4Y6c68TcTERcPBi5BZ5BwU?authuser=0&hl=en&rclk=1,https://www.facebook.com/kongcafedalat
"9 Trần Hưng Đạo, Phường 10, Đà Lạt, Lâm Đồng 670000 ",11.9371712,108.4485328,Cà phê Tiệm may Nhớ Hoài (phim trường chính gốc phim Em và Trịnh),0933 079 857 ,100000.0,"100,000",4.8,Coffee Shop,https://www.google.com/maps/place/C%C3%A0+ph%C3%AA+Ti%E1%BB%87m+may+Nh%E1%BB%9B+Ho%C3%A0i+%28phim+tr%C6%B0%E1%BB%9Dng+ch%C3%ADnh+g%E1%BB%91c+phim+Em+v%C3%A0+Tr%E1%BB%8Bnh%29/data=!4m7!3m6!1s0x317113cab1eda681:0xc3ead54bd288cdad!8m2!3d11.9371712!4d108.4485328!16s%2Fg%2F11nh4g3ptr!19sChIJgabtscoTcTERrc2I0kvV6sM?authuser=0&hl=en&rclk=1,https://www.facebook.com/caphetiemmaynhohoaia
"09 Trần Hưng Đạo, Phường 10, Đà Lạt, Lâm Đồng 670000 ",11.9377603,108.4487991,Sunshine Coffee Dalat,0911 665 021 ,null,,4.2,Coffee Shop,https://www.google.com/maps/place/Sunshine+Coffee+Dalat/data=!4m7!3m6!1s0x3171133d2de42837:0x877d9ade4fac805c!8m2!3d11.9377603!4d108.4487991!16s%2Fg%2F11c3tqzd_q!19sChIJNyjkLT0TcTERXICsT96afYc?authuser=0&hl=en&rclk=1,https://www.facebook.com/sunshinecoffeedalat
"360 Tự Phước, Xuân Thọ, Đà Lạt, Lâm Đồng 66000 ",11.9431576,108.5025077,Ixora Homestay & Coffee,0918 819 233 ,null,,4.9,Coffee Shop,https://www.google.com/maps/place/Ixora+Homestay+%26+Coffee/data=!4m7!3m6!1s0x31711389de9199a7:0xd170d6bf617e5e57!8m2!3d11.9431576!4d108.5025077!16s%2Fg%2F11j1f3sq19!19sChIJp5mR3okTcTERV15-Yb_WcNE?authuser=0&hl=en&rclk=1,https://www.facebook.com/ixoracoffee/
"12_6 Lê Văn Tám, Phường 10, Đà Lạt, Lâm Đồng ",11.9371731,108.4544329,Tiệm cà phê Phía Tây Mặt Trời - Specialty coffee Da Lat,0772 277 444 ,100000.0,"100,000",4.7,Coffee Shop,https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+Ph%C3%ADa+T%C3%A2y+M%E1%BA%B7t+Tr%E1%BB%9Di+-+Specialty+coffee+Da+Lat/data=!4m7!3m6!1s0x31711344dbfee2cd:0x59ba296e9158de74!8m2!3d11.9371731!4d108.4544329!16s%2Fg%2F11n0419sl2!19sChIJzeL-20QTcTERdN5YkW4pulk?authuser=0&hl=en&rclk=1,https://www.instagram.com/tiemcafephiataymattroi/
"85 Xô Viết Nghệ Tĩnh, Phường 7, Đà Lạt, Lâm Đồng ",11.9640313,108.4311411,Green box Coffee,0866 267 641 ,100000.0,"100,000",4.5,Coffee Shop,https://www.google.com/maps/place/Green+box+Coffee/data=!4m7!3m6!1s0x317112d195111c95:0x5e81fe63232603b7!8m2!3d11.9640313!4d108.4311411!16s%2Fg%2F11g8f_j5t7!19sChIJlRwRldEScTERtwMmI2P-gV4?authuser=0&hl=en&rclk=1,http://www.facebook.com/greenboxdlvn
"1 Đ. Nguyễn Chí Thanh, Phường 1, Đà Lạt, Lâm Đồng ",11.9420274,108.4363165,Cafe Gia Nguyễn,0263 3510 499 ,100000.0,"100,000",3.8,Coffee Shop,https://www.google.com/maps/place/Cafe+Gia+Nguy%E1%BB%85n/data=!4m7!3m6!1s0x3171132ee3b54399:0x9db8115f77193cca!8m2!3d11.9420274!4d108.4363165!16s%2Fg%2F11b7sv6p7q!19sChIJmUO14y4TcTERyjwZd18RuJ0?authuser=0&hl=en&rclk=1,
"Khe sanh, Phường 10, Đà Lạt, Lâm Đồng 66100 ",11.9055213,108.4635508,Tiệm Cafe Trong rừng,0908 861 118 ,100000.0,"100,000",4.5,Coffee Shop,https://www.google.com/maps/place/Ti%E1%BB%87m+Cafe+Trong+r%E1%BB%ABng/data=!4m7!3m6!1s0x3171138ca1ef8e49:0x2fb16d65fb4dc8cb!8m2!3d11.9055213!4d108.4635508!16s%2Fg%2F11rggxwdbr!19sChIJSY7voYwTcTERy8hN-2VtsS8?authuser=0&hl=en&rclk=1,https://top1dexuat.com/tiem-ca-phe-trong-rung-da-lat/
"678 Đ. Hùng Vương, Phường 11, Đà Lạt, Lâm Đồng ",11.9459645,108.4885109,Đà Lạt - Vì yêu mà đến,0944 114 749 ,100000.0,"100,000",4.4,Coffee Shop,https://www.google.com/maps/place/%C4%90%C3%A0+L%E1%BA%A1t+-+V%C3%AC+y%C3%AAu+m%C3%A0+%C4%91%E1%BA%BFn/data=!4m7!3m6!1s0x3171137c2c2bd797:0x499aac7259296b09!8m2!3d11.9459645!4d108.4885109!16s%2Fg%2F11t3zk2pxk!19sChIJl9crLHwTcTERCWspWXKsmkk?authuser=0&hl=en&rclk=1,http://facebook.com/dalat.viyeumaden.cafe
"27 Hẻm, 1 Đường Đặng Thái Thân, Phường 3, Đà Lạt, Lâm Đồng ",11.9317664,108.4527627,Khu Vườn Mùa Hè,0931 864 961 ,100000.0,"100,000",4.6,Coffee Shop,https://www.google.com/maps/place/Khu+V%C6%B0%E1%BB%9Dn+M%C3%B9a+H%C3%A8/data=!4m7!3m6!1s0x317113a3674209e5:0xcd75d4263e6a3c38!8m2!3d11.9317664!4d108.4527627!16s%2Fg%2F11h9kv0d7_!19sChIJ5QlCZ6MTcTERODxqPibUdc0?authuser=0&hl=en&rclk=1,
"01 Đ. Trần Quốc Toản, Phường 1, Đà Lạt, Lâm Đồng ",11.9438705,108.4496602,Xuân Hương Garden Coffee,0263 3617 617 ,100000.0,"100,000",4.1,Coffee Shop,https://www.google.com/maps/place/Xu%C3%A2n+H%C6%B0%C6%A1ng+Garden+Coffee/data=!4m7!3m6!1s0x31711321921ab1eb:0xed01f038d0123ec1!8m2!3d11.9438705!4d108.4496602!16s%2Fg%2F11f4tdz46b!19sChIJ67EakiETcTERwT4S0DjwAe0?authuser=0&hl=en&rclk=1,https://www.facebook.com/xuanhuongcoffeedalat/
"18 Trúc Lâm Yên Tử, Phường 3, Đà Lạt, Lâm Đồng ",11.9012269,108.4442234,Lỡ Đà Lạt,0916 637 663 ,100000.0,"100,000",4.6,Coffee Shop,https://www.google.com/maps/place/L%E1%BB%A1+%C4%90%C3%A0+L%E1%BA%A1t/data=!4m7!3m6!1s0x317115a8cdb269f9:0xc0d310e468937460!8m2!3d11.9012269!4d108.4442234!16s%2Fg%2F11sc9dw4c_!19sChIJ-WmyzagVcTERYHSTaOQQ08A?authuser=0&hl=en&rclk=1,
"18/3 Lê Văn Tám, Phường 10, Đà Lạt, Lâm Đồng 670000 ",11.937338,108.4553797,Amelie Coffee,0848 360 538 ,100000.0,"100,000",4.9,Coffee Shop,https://www.google.com/maps/place/Amelie+Coffee/data=!4m7!3m6!1s0x317113cec54445ab:0xb8b4d3a9798ecc02!8m2!3d11.937338!4d108.4553797!16s%2Fg%2F11jzyj6lnv!19sChIJq0VExc4TcTERAsyOeanTtLg?authuser=0&hl=en&rclk=1,
"Hoa Cẩm Tú Cầu, Phường 3, Đà Lạt, Lâm Đồng 66100 ",11.9016983,108.4393224,Suối Mơ,0707 935 999 ,100000.0,"100,000",4.1,Coffee Shop,https://www.google.com/maps/place/Su%E1%BB%91i+M%C6%A1/data=!4m7!3m6!1s0x3171152b66556949:0xe75829a5926865e1!8m2!3d11.9016983!4d108.4393224!16s%2Fg%2F11tdc3crl4!19sChIJSWlVZisVcTER4WVokqUpWOc?authuser=0&hl=en&rclk=1,https://dalatreview.vn/cafe-suoi-mo-dap-tran-7-tang-da-lat.html
"7 Đ. Nguyễn Chí Thanh, Phường 1, Đà Lạt, Lâm Đồng ",11.9414595,108.4365788,"Phê La - Nguyễn Chí Thanh, Đà Lạt",,100000.0,"100,000",4.1,Coffee Shop,"https://www.google.com/maps/place/Ph%C3%AA+La+-+Nguy%C3%AA%CC%83n+Chi%CC%81+Thanh,+%C4%90%C3%A0+L%E1%BA%A1t/data=!4m7!3m6!1s0x317113eb9941bec9:0x5cf171c5dd148869!8m2!3d11.9414595!4d108.4365788!16s%2Fg%2F11ryr54m4b!19sChIJyb5BmesTcTERaYgU3cVx8Vw?authuser=0&hl=en&rclk=1",https://phela.vn/
"118 Đ. Hùng Vương, Phường 11, Đà Lạt, Lâm Đồng 670000 ",11.9371288,108.4834935,LẠC COFFEE,0909 295 089 ,100000.0,"100,000",4.7,Coffee Shop,https://www.google.com/maps/place/L%E1%BA%A0C+COFFEE/data=!4m7!3m6!1s0x3171130a6ad7feab:0xe921986ff1f8d409!8m2!3d11.9371288!4d108.4834935!16s%2Fg%2F11f9_qnsdc!19sChIJq_7XagoTcTERCdT48W-YIek?authuser=0&hl=en&rclk=1,
"8 Khu Hoà Bình, Phường 1, Đà Lạt, Lâm Đồng 670000 ",11.9440831,108.4358314,CHẠM Cafe & Kem Bơ Đà Lạt,1900 9429 ,null,,4.9,Coffee Shop,https://www.google.com/maps/place/CH%E1%BA%A0M+Cafe+%26+Kem+B%C6%A1+%C4%90%C3%A0+L%E1%BA%A1t/data=!4m7!3m6!1s0x31721fd5c96bc025:0x942a3d4c953e6f31!8m2!3d11.9440831!4d108.4358314!16s%2Fg%2F11t7kzqb03!19sChIJJcBrydUfcjERMW8-lUw9KpQ?authuser=0&hl=en&rclk=1,https://www.facebook.com/chamkembo/
"dốc số 7, Trại Mát, Đà Lạt, Lâm Đồng 66000 ",11.943029,108.488097,Thung Lũng Đèn Coffee - BBQ,0943 821 916 ,100000.0,"100,000",4.3,Coffee Shop,https://www.google.com/maps/place/Thung+L%C5%A9ng+%C4%90%C3%A8n+Coffee+-+BBQ/data=!4m7!3m6!1s0x31711368ea8177c5:0x168f7e3a4836b10c!8m2!3d11.943029!4d108.488097!16s%2Fg%2F11stzb15ks!19sChIJxXeB6mgTcTERDLE2SDp-jxY?authuser=0&hl=en&rclk=1,https://www.facebook.com/thunglungdencoffee
"dốc số 7, Trại Mát, Đà Lạt, Lâm Đồng 66000 ",11.943029,108.488097,Thung Lũng Đèn Coffee - BBQ,0943 821 916 ,100000.0,"100,000",4.3,Coffee Shop,https://www.google.com/maps/place/Thung+L%C5%A9ng+%C4%90%C3%A8n+Coffee+-+BBQ/data=!4m7!3m6!1s0x31711368ea8177c5:0x168f7e3a4836b10c!8m2!3d11.943029!4d108.488097!16s%2Fg%2F11stzb15ks!19sChIJxXeB6mgTcTERDLE2SDp-jxY?authuser=0&hl=en&rclk=1,https://www.facebook.com/thunglungdencoffee
"31 Đường 3/4, Phường 3, Đà Lạt, Lâm Đồng ",11.9227409,108.4468789,Thông ơi coffee,,100000.0,"100,000",4.4,Coffee Shop,https://www.google.com/maps/place/Th%C3%B4ng+%C6%A1i+coffee/data=!4m7!3m6!1s0x3171138514b00a17:0x5960dc3ba522828!8m2!3d11.9227409!4d108.4468789!16s%2Fg%2F11jkbm7j3s!19sChIJFwqwFIUTcTERKChSusMNlgU?authuser=0&hl=en&rclk=1,
"133A Phan Đình Phùng, Phường 2, Đà Lạt, Lâm Đồng ",11.9449475,108.4345645,Windmills,0263 3540 806 ,100000.0,"100,000",4.9,Coffee Shop,https://www.google.com/maps/place/Windmills/data=!4m7!3m6!1s0x317113774d0646f1:0xc77130c12585b724!8m2!3d11.9449475!4d108.4345645!16s%2Fg%2F11kqsljb4n!19sChIJ8UYGTXcTcTERJLeFJcEwccc?authuser=0&hl=en&rclk=1,
"Đường Huỳnh Tấn Phát, Phường 11, Đà Lạt, Lâm Đồng ",11.949984,108.4911826,Lời Của Gió,0333 437 231 ,100000.0,"100,000",4.3,Coffee Shop,https://www.google.com/maps/place/L%E1%BB%9Di+C%E1%BB%A7a+Gi%C3%B3/data=!4m7!3m6!1s0x3171134b1043ac43:0xb1b5de3fea591de5!8m2!3d11.949984!4d108.4911826!16s%2Fg%2F11kjg9_r6y!19sChIJQ6xDEEsTcTER5R1Z6j_etbE?authuser=0&hl=en&rclk=1,
"138 Yersin, Phường 9, Đà Lạt, Lâm Đồng ",11.9451004,108.4529807,Đậm Đà Lạt Coffee Roasters,0967 474 793 ,100000.0,"100,000",4.9,Coffee Shop,https://www.google.com/maps/place/%C4%90%E1%BA%ADm+%C4%90%C3%A0+L%E1%BA%A1t+Coffee+Roasters/data=!4m7!3m6!1s0x3171133075c1e501:0x5adc61fa3530818c!8m2!3d11.9451004!4d108.4529807!16s%2Fg%2F11yc0yl_63!19sChIJAeXBdTATcTERjIEwNfph3Fo?authuser=0&hl=en&rclk=1,
"WFPJ+R2H, Phường 11, Đà Lạt, Lâm Đồng ",11.9371818,108.4795608,Tiệm cà phê Dốc Thị,0939 602 260 ,100000.0,"100,000",4.9,Coffee Shop,https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+D%E1%BB%91c+Th%E1%BB%8B/data=!4m7!3m6!1s0x3171130016a097fd:0x46e5773df00030!8m2!3d11.9371818!4d108.4795608!16s%2Fg%2F11vm5z53c8!19sChIJ_ZegFgATcTERMADwPXflRgA?authuser=0&hl=en&rclk=1,https://www.tiktok.com/@tiemcaphedocthi?_t=8j7tWMwvU82&_r=1
"18/2 Đường Khởi Nghĩa Bắc Sơn, Phường 10, Đà Lạt, Lâm Đồng 670000 ",11.9347198,108.4507834,Tiệm Cafe Nàng Đà Lạt,0911 229 393 ,200000.0,"200,000",4.6,Coffee Shop,https://www.google.com/maps/place/Ti%E1%BB%87m+Cafe+N%C3%A0ng+%C4%90%C3%A0+L%E1%BA%A1t/data=!4m7!3m6!1s0x317113898db1e589:0xeec1bd2eae1dad4c!8m2!3d11.9347198!4d108.4507834!16s%2Fg%2F11m6x9k35r!19sChIJieWxjYkTcTERTK0dri69we4?authuser=0&hl=en&rclk=1,
