address,latitude,longitude,name,phone,price,price_text,rating,type,url,website,category
"36CW+4JQ, Đường võ nguyên giáp, Sơn Trà, Đà Nẵng 550000 ",16.070326,108.2466193,Phước Mỹ Beach,,0.0,,4.7,Natural,https://www.google.com/maps/place/Ph%C6%B0%E1%BB%9Bc+M%E1%BB%B9+Beach/data=!4m7!3m6!1s0x314217f5d59f60ef:0x5549fd4bf94bb8df!8m2!3d16.070326!4d108.2466193!16s%2Fg%2F11hz1hj_gt!19sChIJ72Cf1fUXQjER37hL-Uv9SVU?authuser=0&hl=en&rclk=1,,Attraction
"574 Ông Ích Khiêm, Phước Ninh, Hải Châu, Đà Nẵng 550000 ",16.0622908,108.2155449,Chùa Pháp Lâm,,3185325.0,₫3185325,4.6,Cultural,https://www.google.com/maps/place/Ch%C3%B9a+Ph%C3%A1p+L%C3%A2m/data=!4m7!3m6!1s0x314219ca8c953493:0xde2a6675135be7c1!8m2!3d16.0622908!4d108.2155449!16s%2Fm%2F0k9s99t!19sChIJkzSVjMoZQjERwedbE3VmKt4?authuser=0&hl=en&rclk=1,,Attraction
"Hoà Phú, Hòa Vang, Da Nang ",15.9972041,107.988763,Fantasy Park,,552825.0,₫552825,4.4,Natural,https://www.google.com/maps/place/Fantasy+Park/data=!4m7!3m6!1s0x3141f6fcd2ca1de9:0x8ab7af426e736a44!8m2!3d15.9972041!4d107.988763!16s%2Fg%2F11f3qs35jx!19sChIJ6R3K0vz2QTERRGpzbkKvt4o?authuser=0&hl=en&rclk=1,https://ticket-stations.com/ba-na-hills-ticket-da-nang,Attraction
"478F+98W, Thọ Quang, Sơn Trà, Đà Nẵng ",16.1159837,108.273341,The Monkey Mountain,,0.0,,4.4,Natural,https://www.google.com/maps/place/The+Monkey+Mountain/data=!4m7!3m6!1s0x31423df9a0e80d5b:0xc293c9e3814d144e!8m2!3d16.1159837!4d108.273341!16s%2Fg%2F11fqj3p3t5!19sChIJWw3ooPk9QjERThRNgePJk8I?authuser=0&hl=en&rclk=1,,Attraction
"5 Trường Sa, Street, Ngũ Hành Sơn, Đà Nẵng 550000 ",16.012783,108.263332,Le Petit Chef - Danang,0236 3981 234 ,0.0,,4.5,Entertainment,https://www.google.com/maps/place/Le+Petit+Chef+-+Danang/data=!4m7!3m6!1s0x314211c1ca2a9909:0xe9455cc176f3697e!8m2!3d16.012783!4d108.263332!16s%2Fg%2F11vjpgp0h0!19sChIJCZkqysERQjERfmnzdsFcRek?authuser=0&hl=en&rclk=1,https://lepetitchef.com/danang,Attraction
"1 Phan Đăng Lưu, Hoà Cường Bắc, Hải Châu, Đà Nẵng ",16.0401624,108.2285171,Sun Wheel,,135000.0,₫135000,4.5,Entertainment,https://www.google.com/maps/place/Sun+Wheel/data=!4m7!3m6!1s0x314219e774acfaf5:0xd61e377c100cc265!8m2!3d16.0401624!4d108.2285171!16s%2Fg%2F11bbwn9bzd!19sChIJ9fqsdOcZQjERZcIMEHw3HtY?authuser=0&hl=en&rclk=1,http://ticketdulich.com/asia-park,Attraction
"Hoàng Sa, Thọ Quang, Sơn Trà, Đà Nẵng ",16.1011538,108.2753793,Dong Dinh Museum,0901 137 111 ,35000.0,₫35000,4.1,Historical,https://www.google.com/maps/place/Dong+Dinh+Museum/data=!4m7!3m6!1s0x314217d700e5ae69:0xe0ee545e81e43d99!8m2!3d16.1011538!4d108.2753793!16s%2Fg%2F11cjznqrp6!19sChIJaa7lANcXQjERmT3kgV5U7uA?authuser=0&hl=en&rclk=1,http://dongdinhmuseum.vn/,Attraction
"7-44 Bạch Đằng, Hải Châu, Đà Nẵng 550000 ",16.0733818,108.2247473,박당 거리,,0.0,,4.0,Entertainment,https://www.google.com/maps/place/%EB%B0%95%EB%8B%B9+%EA%B1%B0%EB%A6%AC/data=!4m7!3m6!1s0x314219a84c533981:0xeba684dea905acb7!8m2!3d16.0733818!4d108.2247473!16s%2Fg%2F11h287zz3d!19sChIJgTlTTKgZQjERt6wFqd6Epus?authuser=0&hl=en&rclk=1,,Attraction
"Khối Nam Diêu Duy Tân, Thanh Hà, Hội An, Quảng Nam ",15.8778859,108.3001023,Thanh Hà Terracotta Park,0235 3963 888 ,50000.0,₫50000,4.1,Natural,https://www.google.com/maps/place/Thanh+H%C3%A0+Terracotta+Park/data=!4m7!3m6!1s0x31420e5f32af2c31:0xa80391de731b1be8!8m2!3d15.8778859!4d108.3001023!16s%2Fg%2F11c3k541fv!19sChIJMSyvMl8OQjER6Bsbc96RA6g?authuser=0&hl=en&rclk=1,http://thanhhaterracotta.com/,Attraction
"119 Trần Phú, Hải Châu, Đà Nẵng 550000 ",16.0681959,108.2242217,Han Market,,70000.0,₫70000,3.9,Shopping,https://www.google.com/maps/place/Han+Market/data=!4m7!3m6!1s0x31421832397ecc0d:0x90b24f8b8cb2873f!8m2!3d16.0681959!4d108.2242217!16s%2Fg%2F11fwjy0k_q!19sChIJDcx-OTIYQjERP4eyjItPspA?authuser=0&hl=en&rclk=1,http://ticketdulich.com/bana-hills,Attraction
"Khu du lịch Xuân Thiều, Nguyễn Tất Thành, Hoà Hiệp Nam, Liên Chiểu, Đà Nẵng 55000 ",16.0921811,108.1441576,Mikazuki Water Park 365,0236 3774 555 ,309000.0,₫309000,4.2,Natural,https://www.google.com/maps/place/Mikazuki+Water+Park+365/data=!4m7!3m6!1s0x31421991a401ca65:0xae18cd4b35f842b5!8m2!3d16.0921811!4d108.1441576!16s%2Fg%2F11qpt4zjg9!19sChIJZcoBpJEZQjERtUL4NUvNGK4?authuser=0&hl=en&rclk=1,https://www.mikazukiwaterpark.com/,Attraction
"33 Nguyễn Thái Học, Phường Minh An, Hội An, Quảng Nam ",15.8765833,108.3298399,Museum of Folk Culture,0235 3910 948 ,1700000.0,₫1700000,4.3,Historical,https://www.google.com/maps/place/Museum+of+Folk+Culture/data=!4m7!3m6!1s0x31420e7e551ddfc3:0x6b5df4f6f6573f7a!8m2!3d15.8765833!4d108.3298399!16s%2Fg%2F11btrs3tsv!19sChIJw98dVX4OQjERej9X9vb0XWs?authuser=0&hl=en&rclk=1,,Attraction
"Đ. Trần Hưng Đạo, An Hải, Sơn Trà, Đà Nẵng 550000 ",16.06291,108.229815,Tượng Cá Chép Hóa Rồng,,0.0,,4.5,Entertainment,https://www.google.com/maps/place/T%C6%B0%E1%BB%A3ng+C%C3%A1+Ch%C3%A9p+H%C3%B3a+R%E1%BB%93ng/data=!4m7!3m6!1s0x3142198c825000e1:0x9b011fe03c346db3!8m2!3d16.06291!4d108.229815!16s%2Fg%2F11jm2ctf_c!19sChIJ4QBQgowZQjERs200POAfAZs?authuser=0&hl=en&rclk=1,,Attraction
"75 Nguyễn Văn Linh, Phước Ninh, Hải Châu, Đà Nẵng 550000 ",16.0607296,108.2200532,Da Nang Fresco Village,,1052697.0,₫1052697,4.0,Entertainment,https://www.google.com/maps/place/Da+Nang+Fresco+Village/data=!4m7!3m6!1s0x314219cc7844ab91:0x436db6a820a059c!8m2!3d16.0607296!4d108.2200532!16s%2Fg%2F11hbq9ysf8!19sChIJkatEeMwZQjERnAUKgmrbNgQ?authuser=0&hl=en&rclk=1,,Attraction
"Nguyễn Hoàng, Phường Minh An, Hội An, Quảng Nam ",15.8759693,108.3260184,Hội An Night Market,,1120841.0,₫1120841,4.4,Shopping,https://www.google.com/maps/place/H%E1%BB%99i+An+Night+Market/data=!4m7!3m6!1s0x31420e7dc35f492d:0xa44b01b91d668df!8m2!3d15.8759693!4d108.3260184!16s%2Fg%2F11c5g5kv4y!19sChIJLUlfw30OQjER32jWkRuwRAo?authuser=0&hl=en&rclk=1,https://ticketdulich.com/hoi-an-night,Attraction
"Hoàng Sa, Thọ Quang, Sơn Trà, Đà Nẵng ",16.1124336,108.3116322,Ghềnh Bàng,,0.0,,4.5,Entertainment,https://www.google.com/maps/place/Gh%E1%BB%81nh+B%C3%A0ng/data=!4m7!3m6!1s0x31423df2819c425b:0xfac92c3b7e0f9926!8m2!3d16.1124336!4d108.3116322!16s%2Fg%2F1ptxkl4kn!19sChIJW0KcgfI9QjERJpkPfjssyfo?authuser=0&hl=en&rclk=1,,Attraction
"2737+P97, Hòn Thủy Sơn, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000 ",16.0042806,108.263425,Đỉnh Thượng Thai,,0.0,,4.5,Entertainment,https://www.google.com/maps/place/%C4%90%E1%BB%89nh+Th%C6%B0%E1%BB%A3ng+Thai/data=!4m7!3m6!1s0x3142112261ecef6b:0x42f38d28acb2e01b!8m2!3d16.0042806!4d108.263425!16s%2Fg%2F11h1fx42tv!19sChIJa-_sYSIRQjERG-CyrCiN80I?authuser=0&hl=en&rclk=1,https://nguhanhson.org/,Attraction
"Hòn Thủy Sơn, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000 ",16.0026808,108.2624698,Marble Mountains Ticket Booth (Gate A1),0236 2243 206 ,0.0,,4.2,Natural,https://www.google.com/maps/place/Marble+Mountains+Ticket+Booth+%28Gate+A1%29/data=!4m7!3m6!1s0x3142118de5644c0d:0x13eebb3f19ce7dbd!8m2!3d16.0026808!4d108.2624698!16s%2Fg%2F11sr823wp_!19sChIJDUxk5Y0RQjERvX3OGT-77hM?authuser=0&hl=en&rclk=1,http://www.nguhanhson.org/,Attraction
"160 Nguyễn Duy Trinh, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000 ",15.995601,108.263743,Non Nuoc stone carving,0909 860 006 ,1658475.0,₫1658475,4.4,Entertainment,https://www.google.com/maps/place/Non+Nuoc+stone+carving/data=!4m7!3m6!1s0x314210c0f90d0ceb:0xe4178fbac3df17b!8m2!3d15.995601!4d108.263743!16s%2Fg%2F1hhwdw0cp!19sChIJ6wwN-cAQQjERe_E9rPt4QQ4?authuser=0&hl=en&rclk=1,https://nonnuocart.com/,Attraction
"XXXP+27M, Hoà Phú, Hòa Vang, Đà Nẵng ",15.9975929,107.9856799,Đỉnh núi Chúa,,0.0,,4.7,Natural,https://www.google.com/maps/place/%C4%90%E1%BB%89nh+n%C3%BAi+Ch%C3%BAa/data=!4m7!3m6!1s0x3141f6e3a7736cf3:0x79f638576c48bb20!8m2!3d15.9975929!4d107.9856799!16s%2Fg%2F11cmgpjnbz!19sChIJ82xzp-P2QTERILtIbFc49nk?authuser=0&hl=en&rclk=1,,Attraction
"K3/12 Hà Thị Thân, An Hải Tây, Sơn Trà, Đà Nẵng 550000 ",16.0602297,108.2314934,Sena Homestay Cầu Rồng Đà Nẵng,0905 535 208 ,0.0,,4.9,Entertainment,https://www.google.com/maps/place/Sena+Homestay+C%E1%BA%A7u+R%E1%BB%93ng+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x314219d3ed8028df:0x72072341d0e98863!8m2!3d16.0602297!4d108.2314934!16s%2Fg%2F11j347l3kk!19sChIJ3yiA7dMZQjERY4jp0EEjB3I?authuser=0&hl=en&rclk=1,https://www.facebook.com/home.sena,Attraction
"122 Lê Quang Đạo, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 50000 ",16.0485214,108.2458984,Locked Danang - Escape Room,0934 744 773 ,0.0,,5.0,Entertainment,https://www.google.com/maps/place/Locked+Danang+-+Escape+Room/data=!4m7!3m6!1s0x3142171a0b3e63bd:0x6409c77f8d667686!8m2!3d16.0485214!4d108.2458984!16s%2Fg%2F11y9hy93ms!19sChIJvWM-CxoXQjERhnZmjX_HCWQ?authuser=0&hl=en&rclk=1,https://locked-escaperooms.vn/,Attraction
"Suối Lương, Hoà Hiệp Bắc, Liên Chiểu, Đà Nẵng ",16.1566197,108.1093217,Suối Lương - Hai Van Park,0905 729 455 ,80000.0,₫80000,4.0,Natural,https://www.google.com/maps/place/Su%E1%BB%91i+L%C6%B0%C6%A1ng+-+Hai+Van+Park/data=!4m7!3m6!1s0x314221a5b1f3a2f3:0x26049ed08a3a111b!8m2!3d16.1566197!4d108.1093217!16s%2Fg%2F1thktrhs!19sChIJ86LzsaUhQjERGxE6itCeBCY?authuser=0&hl=en&rclk=1,https://suoiluong.vn/,Attraction
"Bà Nà - Suối Mơ, Hòa Vang, Da Nang ",16.0175252,108.0491866,Bà Nà Hills Golf Club,0236 3924 888 ,4117000.0,₫4117000,4.6,Entertainment,https://www.google.com/maps/place/B%C3%A0+N%C3%A0+Hills+Golf+Club/data=!4m7!3m6!1s0x31421df6e3a730bb:0xd899060c1d60086f!8m2!3d16.0175252!4d108.0491866!16s%2Fg%2F11bw7tfzw8!19sChIJuzCn4_YdQjERbwhgHQwGmdg?authuser=0&hl=en&rclk=1,http://banahillsgolf.com/,Attraction
"Trường Sa, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng ",15.9717259,108.2757816,Legend Danang Golf Resort,0236 3958 111 ,3450000.0,₫3450000,4.2,Entertainment,https://www.google.com/maps/place/Legend+Danang+Golf+Resort/data=!4m7!3m6!1s0x314210f9acfb76a1:0x55c05d34f3e7b9fd!8m2!3d15.9717259!4d108.2757816!16s%2Fg%2F12hxp35ln!19sChIJoXb7rPkQQjER_bnn8zRdwFU?authuser=0&hl=en&rclk=1,http://dananggolfclub.com/,Attraction
"2736+GXP, Hòn Thủy Sơn, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000 ",16.0038425,108.2624426,Tam Thai Pagoda,,1053000.0,₫1053000,4.6,Cultural,https://www.google.com/maps/place/Tam+Thai+Pagoda/data=!4m7!3m6!1s0x314210c47c5ff7f7:0xc6ca526754ea96b8!8m2!3d16.0038425!4d108.2624426!16s%2Fg%2F11g6rkyzjx!19sChIJ9_dffMQQQjERuJbqVGdSysY?authuser=0&hl=en&rclk=1,,Attraction
"19 Trần Phú, Cẩm Châu, Hội An, Quảng Nam ",15.8770038,108.331305,Hoi An Market,,763396.0,₫763396,4.4,Shopping,https://www.google.com/maps/place/Hoi+An+Market/data=!4m7!3m6!1s0x31420e7f74e9fb9d:0x227b7d9724e95f4f!8m2!3d15.8770038!4d108.331305!16s%2Fg%2F1tq8g0pn!19sChIJnfvpdH8OQjERT1_pJJd9eyI?authuser=0&hl=en&rclk=1,,Attraction
"23 Nguyễn Tri Phương, Thạc Gián, Hải Châu, Đà Nẵng 550000 ",16.0625186,108.2045143,Công viên 29/3,,0.0,,4.4,Entertainment,https://www.google.com/maps/place/C%C3%B4ng+vi%C3%AAn+29%2F3/data=!4m7!3m6!1s0x314219ceaeeb2d63:0xf558394a48fe0fde!8m2!3d16.0625186!4d108.2045143!16s%2Fg%2F11mr8jrb8c!19sChIJYy3rrs4ZQjER3g_-SEo5WPU?authuser=0&hl=en&rclk=1,,Attraction
"Trần Nhân Tông, Cẩm Thanh, Hội An, Quảng Nam ",15.873375,108.3752232,Hanh Coconut,0932 426 360 ,0.0,,4.3,Entertainment,https://www.google.com/maps/place/Hanh+Coconut/data=!4m7!3m6!1s0x31420d3d85495939:0xfa48cfabc85d1291!8m2!3d15.873375!4d108.3752232!16s%2Fg%2F11h_0n_f4j!19sChIJOVlJhT0NQjERkRJdyKvPSPo?authuser=0&hl=en&rclk=1,,Attraction
"Hòn Thủy Sơn, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000 ",16.0027644,108.2645824,Non Nuoc Pagoda,,567600.0,₫567600,4.4,Cultural,https://www.google.com/maps/place/Non+Nuoc+Pagoda/data=!4m7!3m6!1s0x314210c62c63037d:0xb168fc4503bf59a3!8m2!3d16.0027644!4d108.2645824!16s%2Fg%2F11h17yz09!19sChIJfQNjLMYQQjERo1m_A0X8aLE?authuser=0&hl=en&rclk=1,,Attraction
"Bà Nà - Suối Mơ, Hoà Phú, Hòa Vang, Đà Nẵng 58012 ",16.017716,108.0696199,BANA RITA GLAMPING FARM,0905 500 517 ,0.0,,4.5,Entertainment,https://www.google.com/maps/place/BANA+RITA+GLAMPING+FARM/data=!4m7!3m6!1s0x31421d28f7b070a1:0xe3459d466813d91c!8m2!3d16.017716!4d108.0696199!16s%2Fg%2F11khsvvyqr!19sChIJoXCw9ygdQjERHNkTaEadReM?authuser=0&hl=en&rclk=1,http://banaritafarm.com/,Attraction
"18 Hùng Vương, Hải Châu, Đà Nẵng 550000 ",16.0686922,108.2244853,Da Nang Visitor Center,0236 3550 111 ,0.0,,4.8,Entertainment,https://www.google.com/maps/place/Da+Nang+Visitor+Center/data=!4m7!3m6!1s0x314218316f7c4101:0x3f2ff49b9ac833f3!8m2!3d16.0686922!4d108.2244853!16s%2Fg%2F11b7sz4k9h!19sChIJAUF8bzEYQjER8zPImpv0Lz8?authuser=0&hl=en&rclk=1,https://linkbio.co/danangvisitorcenter,Attraction
"Phường 6, District 3, Ho Chi Minh City 700000 ",10.7795106,106.6920916,War Remnants Museum,028 3930 5587 ,40000.0,₫40000,4.5,Historical,https://www.google.com/maps/place/War+Remnants+Museum/data=!4m7!3m6!1s0x31752f30a23708cf:0x7cd94adf2b1474aa!8m2!3d10.7795106!4d106.6920916!16s%2Fm%2F02pt71k!19sChIJzwg3ojAvdTERqnQUK99K2Xw?authuser=0&hl=en&rclk=1,https://baotangchungtichchientranh.vn/,Attraction
